sample_id,audio_path,language,duration_sec,rms_db,peak_abs,clipping_ratio,silence_ratio_amp,dc_offset,zero_crossing_rate,spectral_centroid_mean,spectral_flatness_mean,speech_duration_sec,speech_ratio,num_speech_segments,max_silence_sec,mean_speech_segment_sec,vad_backend,quality_proxy,quality_proxy_mos_like,snr_db,snr_backend,asr_text,asr_avg_logprob,asr_detected_language,asr_confidence_proxy,asr_backend,asr_text_len,chars_per_sec,intelligibility_proxy,empty_transcript_flag,low_confidence_flag,speech_rate_proxy,possible_non_speech_flag,language_match,language_score,signal_score,vad_score,quality_score,snr_score,asr_score,language_score_pct,final_score,decision,reason_codes
hindi_0008,/content/subset_data/hindi/hindi_0008.flac,hi,5.73,-40.407711029052734,0.05865478515625,0.0,0.6654991243432574,5.8385508054925594e-6,0.10068630642361111,1644.0878912532592,0.010711455717682838,3.7499999999999996,0.6544502617801046,6,0.48,0.6249999999999999,energy_fallback,0.6144,3.4577,23.28,energy_percentile,اسے کیا ہوتا ہے کہ اسے ہوں نے کے بعد جو ہے آپ کو شمنک سان بھی ہو گیا ہے,-0.6179,ur,0.691,faster_whisper/tiny/float16,71,12.39,0.7727,false,false,0.6478,false,false,0.0,50.01,93.18,61.44,77.6,77.27,40.0,68.84,keep,[]
hindi_0009,/content/subset_data/hindi/hindi_0009.flac,hi,9.568,-41.41635513305664,0.055145263671875,0.0,0.7445026178010471,6.6484099079389125e-6,0.08119140625,1490.79358002386,0.012296362780034542,5.809999999999999,0.6072324414715718,9,0.6200000000000001,0.6455555555555554,energy_fallback,0.592,3.3681,23.48,energy_percentile,"Digital, Digital, hune sakho chai insaan ko under buranya avi, he jese ki, ah, Absaavu ki hath me mobile et charlo ki et saat kar hai.",-1.4748,hi,0.2626,faster_whisper/tiny/float16,134,14.01,0.5872,false,true,0.6802,false,true,1.0,46.25,89.39,59.2,78.27,45.0,100.0,64.13,review,"[""review_low_asr_confidence""]"
hindi_0010,/content/subset_data/hindi/hindi_0010.flac,hi,11.007,-41.87162780761719,0.051239013671875,0.0,0.7661510464058234,6.8452795858320314e-6,0.0772506359011628,1392.269490920572,0.009626911021769047,6.250000000000001,0.5678204778777143,10,0.79,0.625,energy_fallback,0.5727,3.2909,26.82,energy_percentile,"Apas me so sab mobile me hi ghusiya rath hai. Haa, as ka li bachi soka yurte hai, so mobile man te hai. He se ka ota hai bachi o ki yadete bhi garti hai. Haa, haa, haa, haa, haa, haa, haa, haa, haa.",-1.1107,hi,0.4446,faster_whisper/tiny/float16,198,17.99,0.6482,false,false,0.7598,false,true,1.0,45.06,85.99,57.27,89.4,64.82,100.0,68.07,review,"[""review_silence""]"
hindi_0011,/content/subset_data/hindi/hindi_0011.flac,hi,9.663,-40.780277252197266,0.04827880859375,0.0,0.6358921161825726,6.04516799285193e-6,0.07256150403559603,1343.6167890942745,0.007922104559838772,6.139999999999999,0.6354134326813617,7,0.9300000000000006,0.877142857142857,energy_fallback,0.6166,3.4666,21.72,energy_percentile,"Bachchei rhoi hai, so, maa bapki kagar te hai, ki b旗che Okhart me mall dedi hai, poe videoode hai, koi ka rai hai, heise a parai hai, bhili hai issu hoga paati hai hai bhechho ke?",-2.0942,hi,0.0,faster_whisper/tiny/float16,179,18.52,0.4906,false,true,0.7704,false,true,1.0,50.8,90.33,61.66,72.4,45.0,100.0,64.96,review,"[""review_low_asr_confidence""]"
hindi_0012,/content/subset_data/hindi/hindi_0012.flac,hi,5.439,-39.958892822265625,0.055328369140625,0.0,0.6808118081180812,6.051684977137484e-6,0.06211224724264706,1267.7750574534548,0.005080266389995813,3.6499999999999995,0.6710792425078138,5,0.49,0.7299999999999999,energy_fallback,0.6125,3.4499,26.8,energy_percentile,"And apas me joe, nasdikya, joe, durya me betal gai hai.",-1.1499,hi,0.4251,faster_whisper/tiny/float16,55,10.11,0.6713,false,false,0.6022,false,true,1.0,49.82,94.36,61.25,89.33,67.13,100.0,71.9,keep,[]
hindi_0013,/content/subset_data/hindi/hindi_0013.flac,hi,15.905,-41.53485870361328,0.056640625,0.0,0.6991818753933291,7.214466677396558e-6,0.08113312625502007,1462.20674149037,0.012941397726535797,10.709999999999999,0.6733731530965105,13,1.2599999999999998,0.8238461538461538,energy_fallback,0.6005,3.4019,25.25,energy_percentile,"Like, in charge of the past, we used to talk about the past. The past is going on. What is the purpose of this? What is the purpose of our mobile? Is there any Facebook? Is there anything? Is there anything? The past is not going on in one second. Or there is a boorayya.",-1.0693,hi,0.4653,faster_whisper/tiny/float16,271,17.04,0.6882,false,false,0.7408,false,true,1.0,47.83,91.91,60.05,84.17,68.82,100.0,70.29,keep,[]
hindi_0014,/content/subset_data/hindi/hindi_0014.flac,hi,6.4,-21.47120475769043,0.38555908203125,0.0,0.12225705329153605,0.00004631728006643243,0.07835577969527363,1088.978997954241,0.004898987710475922,5.0600000000000005,0.790625,5,0.6400000000000006,1.012,energy_fallback,0.8562,4.4247,27.06,energy_percentile,namareyaan teohar par bivind prakarki chijen banai jaathiyaan HUM!,-1.1915,hi,0.4043,faster_whisper/tiny/float16,66,10.31,0.6989,false,false,0.6062,false,true,1.0,85.91,99.52,85.62,90.2,69.89,100.0,86.76,keep,[]
hindi_0015,/content/subset_data/hindi/hindi_0015.flac,hi,21.143,-18.830766677856445,0.62030029296875,0.0,0.08428030303030302,0.00007001439371379092,0.08006926059001512,1110.0432050928466,0.004712804686278105,16.630000000000003,0.7865487395355438,12,0.82,1.3858333333333335,energy_fallback,0.8825,4.5302,27.17,energy_percentile,"Hindu samperda hai seateh hai, то ha maari hiaha vahar saare tevahar manaye jaateh hai. Which we have been the prakarki, chi jom ko pakaate hai, aur aspaski logo ko vijitehe hai. Which we have got jae papariya, laddu, gu labjaamun, saloni.",-1.2873,hi,0.3563,faster_whisper/tiny/float16,239,11.3,0.6785,false,true,0.626,false,true,1.0,89.52,98.9,88.25,90.57,45.0,100.0,83.6,review,"[""review_low_asr_confidence""]"
hindi_0016,/content/subset_data/hindi/hindi_0016.flac,hi,2.991,-17.650815963745117,0.579345703125,0.0,0.037037037037037035,0.00002533693623263389,0.09040994847074468,1252.0434143305877,0.006246605888009071,2.25,0.7522567703109327,2,0.4899999999999999,1.125,energy_fallback,0.901,4.604,24.89,energy_percentile,See you on NamKin Banath.,-0.9309,hi,0.5345,faster_whisper/tiny/float16,25,8.36,0.7395,false,false,0.5672,false,true,1.0,92.25,100.0,90.1,82.97,73.95,100.0,88.87,keep,[]
hindi_0017,/content/subset_data/hindi/hindi_0017.flac,hi,8.322,-15.914405822753906,0.820892333984375,0.0,0.19036144578313252,0.000019965737010352314,0.08243347401819924,996.969661315695,0.00026907637948170304,6.09,0.7317952415284787,5,0.6800000000000002,1.218,energy_fallback,0.8805,4.522,41.9,energy_percentile,ہم بھی بھی بھی بھی سے آئی ہوئے ہیں ہمیں بسانی زیلا کی کچھ اچھ سو بہتے ہیں باتائے۔,-0.903,ur,0.5485,faster_whisper/tiny/float16,81,9.73,0.7389,false,false,0.5946,false,false,0.0,88.02,98.08,88.05,100.0,73.89,40.0,86.69,keep,[]
hindi_0018,/content/subset_data/hindi/hindi_0018.flac,hi,5.632,-15.009418487548828,0.87255859375,0.0,0.0142602495543672,0.00004005127266282216,0.06240896451271186,853.7822684314465,0.00016543523815926164,5.24,0.9303977272727274,2,0.20000000000000018,2.62,energy_fallback,0.9221,4.6886,24.88,energy_percentile,کیا ہمی جریع سے رائعہ تو ہماری تبیت میں کو جائعہ خرابی ہو گیا۔,-0.7878,ur,0.6061,faster_whisper/tiny/float16,62,11.01,0.8216,false,false,0.6202,false,false,0.0,95.3,100.0,92.21,82.93,82.16,40.0,88.48,keep,[]
hindi_0019,/content/subset_data/hindi/hindi_0019.flac,hi,6.015,-16.922407150268555,0.76226806640625,0.0,0.051666666666666666,0.00003786190063692629,0.07222926363031915,897.3765733938912,0.00007045743404887617,5.57,0.9260182876142977,2,0.2999999999999998,2.785,energy_fallback,0.901,4.6038,27.38,energy_percentile,"Similarly, we want to know that there is a good hospital or a path to the past. So, you will be aware.",-1.055,hi,0.4725,faster_whisper/tiny/float16,102,16.96,0.7668,false,false,0.7392,false,true,1.0,92.32,100.0,90.1,91.27,76.68,100.0,90.62,keep,[]
hindi_0020,/content/subset_data/hindi/hindi_0020.flac,hi,1.409,-16.782840728759766,0.794769287109375,0.0,0.05755395683453238,0.00004976569107384421,0.04685329861111111,671.6603932449065,0.022255126386880875,1.22,0.8658623136976579,1,0.119,1.22,energy_fallback,0.9091,4.6364,28.19,energy_percentile,"Please, Raju, you may take it.",-1.3241,hi,0.338,faster_whisper/tiny/float16,30,21.29,0.6949,false,true,0.8258,false,true,1.0,92.22,100.0,90.91,93.97,45.0,100.0,85.48,review,"[""review_low_asr_confidence""]"
hindi_0021,/content/subset_data/hindi/hindi_0021.flac,hi,5.822,-16.498308181762695,0.7928466796875,0.0,0.029310344827586206,0.000043673106119968,0.07611553485576923,979.1601922345558,0.0000843011584947817,5.48,0.9412572998969427,2,0.16199999999999992,2.74,energy_fallback,0.9085,4.6339,26.02,energy_percentile,تو پر بھی سر یا رہنے کی لیکن اچھا سیخدہ ہتا یہ جب دلی میں کی اچھا ہو گیا ہی سالی جینا میں,-1.1754,ur,0.4123,faster_whisper/tiny/float16,89,15.29,0.7473,false,false,0.7058,false,false,0.0,93.5,100.0,90.85,86.73,74.73,40.0,87.02,keep,[]
hindi_0022,/content/subset_data/hindi/hindi_0022.flac,hi,11.967,-16.628089904785156,0.8553466796875,0.0,0.09205020920502092,0.00003253729300922714,0.0755569539605615,929.5068248929878,0.00007205965812318027,10.450000000000001,0.8732347288376369,5,0.43999999999999995,2.0900000000000003,energy_fallback,0.895,4.58,30.82,energy_percentile,بچ وہاں آگاف taped کسیہ سوجِدہ وہ کسی continued,-2.8962,ur,0.0,faster_whisper/tiny/float16,47,3.93,0.562,false,true,0.0,false,false,0.0,91.07,100.0,89.5,100.0,45.0,40.0,82.82,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
hindi_0023,/content/subset_data/hindi/hindi_0023.flac,hi,5.63,-17.65336799621582,0.750885009765625,0.0,0.06417112299465241,0.00006708988803438842,0.07275945490056818,876.29329253806,0.000027955276891589165,4.97,0.8827708703374778,4,0.20999999999999996,1.2425,energy_fallback,0.8932,4.5729,27.27,energy_percentile,…he is on the right side as well. So you will get good news here. Do n't you subscribe my channel? I will show you this..,-2.5072,hi,0.0,faster_whisper/tiny/float16,121,21.49,0.5648,false,true,0.8298,false,true,1.0,91.25,100.0,89.32,90.9,45.0,100.0,84.46,review,"[""review_low_asr_confidence""]"
hindi_0024,/content/subset_data/hindi/hindi_0024.flac,hi,6.171,-23.353702545166016,0.415191650390625,0.0,0.013008130081300813,1.5423221384480712e-6,0.09434200939119171,1511.6814826185148,0.009884431958198547,5.901000000000001,0.9562469615945552,2,0.25,2.9505000000000003,energy_fallback,0.8664,4.4657,16.86,energy_percentile,"Ya, Siky Mahilam, Kesat, Kheetraki, Burrojanam, Chunotiya Samniyati, Subsepal, Mahilam, Kesat.",-1.0453,hi,0.4773,faster_whisper/tiny/float16,94,15.23,0.7778,false,false,0.7046,false,true,1.0,88.39,100.0,86.64,56.2,77.78,100.0,83.94,keep,[]
hindi_0025,/content/subset_data/hindi/hindi_0025.flac,hi,6.846,-23.620460510253906,0.44287109375,0.0,0.13616398243045388,3.090874315603287e-6,0.0674763617114486,1179.5608803972232,0.005231743212789297,5.446000000000001,0.7955010224948876,5,0.52,1.0892000000000002,energy_fallback,0.8382,4.3526,27.25,energy_percentile,"而 varintu soma saouti, wo, ki mala, eku saha saati dharati kittara hai.",-1.2476,hi,0.3762,faster_whisper/tiny/float16,71,10.37,0.6891,false,false,0.6074,false,true,1.0,83.61,99.93,83.82,90.83,68.91,100.0,85.85,keep,[]
hindi_0026,/content/subset_data/hindi/hindi_0026.flac,hi,10.683,-24.422649383544922,0.50958251953125,0.0,0.075046904315197,2.856648734450573e-6,0.10259753929640719,1584.2964104362502,0.017439574003219604,9.343,0.8745670691753253,4,0.54,2.33575,energy_fallback,0.8492,4.3969,21.96,energy_percentile,"Yooo,mbolt всightiya, Poch started separately apostatometry сто completing 10 mesaetsu. Sobelj wheat genotiyam roleo tyoufa supa supa raw roots imengorg.",-5.2469,hi,0.0,faster_whisper/tiny/float16,153,14.32,0.5624,false,true,0.6864,false,true,1.0,85.2,99.86,84.92,73.2,45.0,100.0,79.48,review,"[""review_low_asr_confidence""]"
hindi_0027,/content/subset_data/hindi/hindi_0027.flac,hi,7.163,-23.56328582763672,0.46295166015625,0.0,0.09103641456582633,3.1604524792783195e-6,0.05825587681361607,1140.0021657278655,0.0034549857955425978,6.173,0.8617897528968309,3,0.5800000000000005,2.0576666666666665,energy_fallback,0.8469,4.3877,23.0,energy_percentile,"Subseparligar mein karke buri buddhuru bupati Debardhogi relative in him keliya, pane bachu keliya",-1.276,hi,0.362,faster_whisper/tiny/float16,98,13.68,0.7033,false,true,0.6736,false,true,1.0,85.33,99.72,84.69,76.67,45.0,100.0,79.95,review,"[""review_low_asr_confidence""]"
hindi_0028,/content/subset_data/hindi/hindi_0028.flac,hi,5.676,-24.05949592590332,0.36688232421875,0.0,0.07597173144876325,2.646295115482644e-6,0.08554797226123595,1439.0431626871025,0.013424879871308804,5.086,0.8960535588442565,2,0.5199999999999996,2.543,energy_fallback,0.8501,4.4005,21.76,energy_percentile,"Subzeberi Chunutin koya, ya te ki khana bana kri Suburtaim sedeena, ya ki wo time sedei.",-1.4662,hi,0.2669,faster_whisper/tiny/float16,88,15.5,0.6756,false,true,0.71,false,true,1.0,85.47,99.93,85.01,72.53,45.0,100.0,79.47,review,"[""review_low_asr_confidence""]"
hindi_0029,/content/subset_data/hindi/hindi_0029.flac,hi,7.866,-23.311195373535156,0.44720458984375,0.0,0.03821656050955414,2.907094085458084e-6,0.0615234375,1272.4172739796832,0.003632707055658102,7.4,0.9407576913297738,2,0.42999999999999994,3.7,energy_fallback,0.8594,4.4374,18.76,energy_percentile,ऻकंट तरद ह elevator भ दुरू्स ह elevator लोप कोजकर ऴाॸ,-3.2974,hi,0.0,faster_whisper/tiny/float16,53,6.74,0.5822,false,true,0.5348,false,true,1.0,87.49,100.0,85.94,62.53,45.0,100.0,78.64,review,"[""review_low_asr_confidence""]"
hindi_0030,/content/subset_data/hindi/hindi_0030.flac,hi,9.411,-24.648408889770508,0.393951416015625,0.0,0.15335463258785942,1.7918254116011667e-6,0.09569153866525423,1472.6163340680894,0.013190886937081814,7.729999999999999,0.8213792370630113,4,0.69,1.9324999999999997,energy_fallback,0.8304,4.3214,28.83,energy_percentile,..uneku semaisi khana kebiras thawjai uni sari perkiliya puri karna. Uskebaan bachu ko sai semaisi tear karna.,-1.0895,hi,0.4553,faster_whisper/tiny/float16,110,11.69,0.7285,false,false,0.6338,false,true,1.0,82.11,99.34,83.04,96.1,72.85,100.0,86.74,keep,[]
hindi_0031,/content/subset_data/hindi/hindi_0031.flac,hi,12.812,-24.127836227416992,0.324615478515625,0.0,0.040656763096168884,1.8576254205981968e-6,0.07679531639650873,1263.8432694864168,0.007378793321549892,11.572,0.9032157352482048,5,0.5300000000000011,2.3143999999999996,energy_fallback,0.8544,4.4177,19.13,energy_percentile,"Oahi, mekale choo mothi here, hei everyone can see. And kids who are in time, sissara, Bhastakura karnaun, kikhana, Bhubi lange jhoglu, Bhastasukhundai, Hei, Bhubi, Dekar guitar, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei, Hei,",-1.151,hi,0.4245,faster_whisper/tiny/float16,308,24.04,0.7408,false,false,0.8808,false,true,1.0,86.72,99.9,85.44,63.77,74.08,100.0,83.76,keep,[]
hindi_0032,/content/subset_data/hindi/hindi_0032.flac,hi,19.952,-23.504064559936523,0.458587646484375,0.0,0.09232313095835425,1.360247779302881e-6,0.0648193359375,1219.2008251803404,0.004940854851156473,17.102,0.8571571772253408,9,0.5300000000000002,1.9002222222222223,energy_fallback,0.8476,4.3906,24.28,energy_percentile,खulsive ढस्र्रेंखReporter jee sab se parmaal khalisun a dialogue on mutil तिक 평 पर भंग भई खेक खर ञॉ यே अतर दॉ हर भी अमग है। अकरी के हम निद यल गर चांग यही हा ये प्गिदूं पल के पर की निद कि पर का इ। चूंग बगि रहल है।,-2.501,hi,0.0,faster_whisper/tiny/float16,212,10.63,0.5571,false,true,0.6126,false,true,1.0,85.33,99.9,84.76,80.93,45.0,100.0,80.64,review,"[""review_low_asr_confidence""]"
hindi_0033,/content/subset_data/hindi/hindi_0033.flac,hi,5.294,-23.259273529052734,0.36212158203125,0.0,0.0018975332068311196,2.578199200797826e-6,0.05171074924698795,1081.9597820074985,0.002399737946689129,5.170000000000001,0.9765772572723841,1,0.1039999999999992,5.170000000000001,energy_fallback,0.8665,4.4661,17.03,energy_percentile,"..a lotu tuneo teo kasana karna part hai ki, I niti dalmi karnaan, I niti dalmi karnaan, I niti dalmi karna hai.",-1.0172,hi,0.4914,faster_whisper/tiny/float16,112,21.16,0.7895,false,false,0.8232,false,true,1.0,88.88,100.0,86.65,56.77,78.95,100.0,84.34,keep,[]
hindi_0034,/content/subset_data/hindi/hindi_0034.flac,hi,4.926,-23.753583908081055,0.5010986328125,0.0,0.11405295315682282,6.392289378709393e-6,0.07085468242694805,1356.2033333062957,0.006148007232695818,4.215999999999999,0.8558668290702394,3,0.3900000000000001,1.405333333333333,energy_fallback,0.842,4.3679,25.04,energy_percentile,"And now, the past few years, some years have passed.",-1.3106,hi,0.3447,faster_whisper/tiny/float16,52,10.56,0.6946,false,true,0.6112,false,true,1.0,84.31,100.0,84.2,83.47,45.0,100.0,80.69,review,"[""review_low_asr_confidence""]"
hindi_0035,/content/subset_data/hindi/hindi_0035.flac,hi,8.946,-23.876201629638672,0.413360595703125,0.0,0.10414333706606943,4.889686351816636e-6,0.06716134207589286,1247.1791419803976,0.004508876241743565,7.7459999999999996,0.8658618376928235,5,0.35999999999999943,1.5492,energy_fallback,0.8425,4.3698,24.36,energy_percentile,"Mahila samad me bautu dikatu with hee Like hee, Abhi ki du istiti hai Oh Mahila playback baut bautu bautu bautu choke hai Is main",-1.0473,hi,0.4763,faster_whisper/tiny/float16,129,14.42,0.7503,false,false,0.6884,false,true,1.0,84.58,100.0,84.25,81.2,75.03,100.0,85.83,keep,[]
hindi_0036,/content/subset_data/hindi/hindi_0036.flac,hi,8.691,-23.665163040161133,0.562469482421875,0.0,0.07612456747404844,3.2469476991536794e-6,0.0923928653492647,1517.8146385473517,0.009947769343852997,7.7810000000000015,0.8952939822805202,3,0.6899999999999995,2.593666666666667,energy_fallback,0.8516,4.4064,22.36,energy_percentile,Sirgaraki karabshi wo game maailaisu bat sugyak zitra lahir bahula mga langen mar��게 maailaisu bat su宛 zitra lahir maailaisu ikchatат,-3.4616,hi,0.0,faster_whisper/tiny/float16,133,15.3,0.5686,false,true,0.706,false,true,1.0,85.79,99.34,85.16,74.53,45.0,100.0,79.77,review,"[""review_low_asr_confidence""]"
hindi_0037,/content/subset_data/hindi/hindi_0037.flac,hi,15.001,-23.793807983398438,0.3931884765625,0.0,0.07610146862483311,4.232251740177162e-6,0.08167206656449894,1447.8237197448314,0.00929168425500393,13.540999999999999,0.9026731551229917,5,0.620000000000001,2.7081999999999997,energy_fallback,0.8505,4.4018,22.77,energy_percentile,مائلہ سکسے تھو اور اسپر میں سرکار وہ بہت سیوجنائی چلہ رکھیہ کہ مائلہ سکسے تھو۔ اور سو درید جو ہوں بڑاہلی که میں نے رہلے کے اور اللہ کیوں کو لگے دھو بھی دھو بھی دھو بھی دھو بھی ناہوں۔ اسگلیے اللہ کو سوجھاہ کا سرکار کی ترکسے۔,-0.8744,ur,0.5628,faster_whisper/tiny/float16,223,14.87,0.7959,false,false,0.6974,false,false,0.0,85.69,99.59,85.05,75.9,79.59,40.0,83.2,keep,[]
hindi_0038,/content/subset_data/hindi/hindi_0038.flac,hi,6.055,-22.74618911743164,0.41217041015625,0.0,0.016556291390728478,5.742521352658514e-6,0.06801500822368421,1309.0182507063516,0.005019612610340118,5.8149999999999995,0.9603633360858794,2,0.2400000000000002,2.9074999999999998,energy_fallback,0.8682,4.473,17.84,energy_percentile,oud ne mailam kele lagyu kele chalajate tati oud ne har parkar sasuk sundhan ne oud ne,-1.2867,hi,0.3567,faster_whisper/tiny/float16,86,14.2,0.7308,false,true,0.684,false,true,1.0,88.76,100.0,86.82,59.47,45.0,100.0,78.65,review,"[""review_low_asr_confidence""]"
hindi_0039,/content/subset_data/hindi/hindi_0039.flac,hi,7.963,-23.375328063964844,0.38250732421875,0.0,0.06926952141057935,8.182221336028306e-7,0.0657159889558233,1170.7557519770462,0.005421580746769905,7.243,0.9095818158985307,3,0.48,2.4143333333333334,energy_fallback,0.8534,4.4134,20.56,energy_percentile,agati urudhe and surgae makriya bikini makriya bikini make karthiyo. ki taj bikotuya bikotuya bikotuya bikotuya bikotuya bikotuya bikotuya bikotuya bikotuya bikotuya.,-1.0443,hi,0.4778,faster_whisper/tiny/float16,166,20.85,0.764,false,false,0.817,false,true,1.0,86.29,100.0,85.34,68.53,76.4,100.0,84.79,keep,[]
hindi_0040,/content/subset_data/hindi/hindi_0040.flac,hi,7.024,-22.726972579956055,0.39923095703125,0.0,0.07857142857142857,8.252324050772586e-7,0.061965110085227273,1145.253311464288,0.00399257056415081,5.86,0.8342824601366743,4,0.5100000000000002,1.465,energy_fallback,0.8556,4.4224,23.77,energy_percentile,"Poho, bao, bittyo, vr.a. Noi, ni, kar neti, aga, aga, aga, aga, ha, kuch, perti vande, thiyomu, vrupa. But, lint, ahay jim.",-1.4622,hi,0.2689,faster_whisper/tiny/float16,123,17.51,0.6578,false,true,0.7502,false,true,1.0,86.48,99.97,85.56,79.23,45.0,100.0,80.83,review,"[""review_low_asr_confidence""]"
hindi_0041,/content/subset_data/hindi/hindi_0041.flac,hi,8.994,-23.21139144897461,0.4373779296875,0.0,0.05016722408026756,0.000010105088222189806,0.06803558566046099,1314.990223818744,0.003817531280219555,8.434,0.9377362686235268,2,0.5600000000000005,4.217,energy_fallback,0.8577,4.431,18.86,energy_percentile,"Again, this time you gotta go to that field of course you are making Nikarumyaanyath but it'll go up but you may thそれで as of when it comes to that group",-4.6309,hi,0.0,faster_whisper/tiny/float16,152,16.9,0.5813,false,true,0.738,false,true,1.0,87.13,99.79,85.77,62.87,45.0,100.0,78.53,review,"[""review_low_asr_confidence""]"
hindi_0042,/content/subset_data/hindi/hindi_0042.flac,hi,10.726,-24.238780975341797,0.461669921875,0.0,0.0718954248366013,8.606719603676538e-8,0.0754365466889881,1315.7062507577589,0.006178668700158596,9.556000000000001,0.8909192616073094,4,0.4400000000000004,2.3890000000000002,energy_fallback,0.8469,4.3878,21.66,energy_percentile,"аput nae unhov and man zelekt hai ki 80-100% per thivand jeunku per zev. Wahad juga hai, that is that you shotantar hoopsiya sina jeivand jee sake karikar sake.",-1.3988,hi,0.3006,faster_whisper/tiny/float16,160,14.92,0.6875,false,true,0.6984,false,true,1.0,85.47,100.0,84.69,72.2,45.0,100.0,79.37,review,"[""review_low_asr_confidence""]"
hindi_0043,/content/subset_data/hindi/hindi_0043.flac,hi,5.554,-23.735816955566406,0.410491943359375,0.0,0.0759493670886076,2.3091488401405513e-6,0.06938925556752873,1232.1921862450545,0.005039367359131575,4.854,0.8739647101188333,3,0.3599999999999999,1.618,energy_fallback,0.8493,4.3972,21.75,energy_percentile,جو پر حیلے خائلے ہیں وہ یا کہ ہن جو بکرنا ہوں یا کسی جو نقریق کرنا ہوں,-0.8045,ur,0.5977,faster_whisper/tiny/float16,70,12.6,0.8013,false,false,0.652,false,false,0.0,85.74,100.0,84.93,72.5,80.13,40.0,82.85,keep,[]
hindi_0044,/content/subset_data/hindi/hindi_0044.flac,hi,10.257,-24.093116760253906,0.410888671875,0.0,0.0869140625,2.154298044843017e-6,0.08131479994158879,1394.6671932500326,0.007821020670235157,9.046999999999997,0.8820317831724673,4,0.45000000000000107,2.2617499999999997,energy_fallback,0.8456,4.3824,22.56,energy_percentile,"sargari, prayit huya ka hintana zana mo, or kaya nana nika, sarkari vita tepe rhatya imaila surakshit jaa surakshit jaa surakshit garwapa saa.",-1.1683,hi,0.4159,faster_whisper/tiny/float16,142,13.84,0.731,false,false,0.6768,false,true,1.0,85.04,100.0,84.56,75.2,73.1,100.0,84.75,keep,[]
hindi_0045,/content/subset_data/hindi/hindi_0045.flac,hi,9.808,-24.792587280273438,0.390350341796875,0.0,0.11133810010214505,2.3684337975282688e-6,0.08027693658387622,1388.829280655471,0.008297580294311047,8.258000000000003,0.8419657422512238,6,0.3899999999999997,1.3763333333333339,energy_fallback,0.8359,4.3436,24.93,energy_percentile,Pani ke kuchwarso say… Abhi Kabmasun ou Abhi dada somAi Youch Allahi. Smi Ilai Pahali se jada. WPK,-2.1224,hi,0.0,faster_whisper/tiny/float16,98,9.99,0.5526,false,true,0.5998,false,true,1.0,83.55,100.0,83.59,83.1,45.0,100.0,80.34,review,"[""review_low_asr_confidence""]"
hindi_0046,/content/subset_data/hindi/hindi_0046.flac,hi,1.985,-24.67070770263672,0.425201416015625,0.0,0.3197969543147208,0.00006186343671288341,0.14737568204365079,1527.0957848446249,0.03328241407871246,1.3699999999999999,0.690176322418136,2,0.56,0.6849999999999999,energy_fallback,0.8044,4.2178,50.0,energy_percentile,Profu Palanme.,-1.2717,hi,0.3641,faster_whisper/tiny/float16,14,7.05,0.6527,false,true,0.541,false,true,1.0,75.93,95.52,80.44,100.0,45.0,100.0,79.7,review,"[""review_low_asr_confidence""]"
hindi_0047,/content/subset_data/hindi/hindi_0047.flac,hi,2.657,-28.503726959228516,0.2200927734375,0.0,0.29924242424242425,0.00006236462650122121,0.09030296688988096,1197.1624556972026,0.014583638869225979,2.38,0.8957470831765149,1,0.2570000000000001,2.38,energy_fallback,0.7742,4.0967,43.92,energy_percentile,Tamam chinootryu ka fanna karna partha hai,-1.1058,hi,0.4471,faster_whisper/tiny/float16,42,15.81,0.7476,false,false,0.7162,false,true,1.0,73.5,100.0,77.42,100.0,74.76,100.0,84.66,keep,[]
hindi_0048,/content/subset_data/hindi/hindi_0048.flac,hi,10.624,-27.952558517456055,0.27508544921875,0.0,0.5018867924528302,0.00004327261194703169,0.1834031296921922,1900.0354556988627,0.04569274187088013,5.499999999999998,0.51769578313253,8,1.5500000000000007,0.6874999999999998,energy_fallback,0.7218,3.8872,50.0,energy_percentile,"Maufankau auf meinem Handbomeka hat, die dafür gar nicht mehr. Ich stöpfe. Perfekt, ja, kompanip.",-1.2809,de,0.3595,faster_whisper/tiny/float16,97,9.13,0.5991,false,true,0.5826,false,false,0.0,66.45,79.79,72.18,100.0,45.0,40.0,69.96,review,"[""review_low_asr_confidence"", ""review_language_mismatch""]"
hindi_0049,/content/subset_data/hindi/hindi_0049.flac,hi,8.909,-29.33761215209961,0.219879150390625,0.0,0.3194600674915636,0.0000504046147398185,0.09896358366935484,1397.853532599463,0.010620113462209702,7.289999999999999,0.818273655853631,5,0.5800000000000001,1.4579999999999997,energy_fallback,0.7627,4.0507,50.0,energy_percentile,..ilk lukta hata lukta hayagarmi一個 time,-0.8768,hi,0.5616,faster_whisper/tiny/float16,39,4.38,0.7701,false,false,0.0,false,true,1.0,72.05,99.72,76.27,100.0,77.01,100.0,84.44,keep,[]
